일자,밥,국,메인,반찬,구분,국분류,메뉴분류
2019-10-10,밥,옹심이만두국,굴비구이,미트볼조림,중식,국,해산물
2019-10-11,밥,아욱국,매운돼지갈비찜,파스타샐러드,중식,찜,육류
2019-10-14,밥,북어해장국,제육볶음,감자채볶음,중식,국,육류
2019-10-15,밥,콩나물국,닭갈비,어묵볶음,중식,국,육류
2019-10-16,콩나물밥,가쯔오국,돈육강정,모히토과일샐러드,중식,국,육류
2019-10-17,밥,알탕,해물굴소스볶음,쇠고기두부찜,중식,찜,해산물
2019-10-18,밥,우거지된장국,쇠고기장조림,옥수수전,중식,국,육류
2019-10-21,밥,고추장찌개,훈제오리단호박볶음,골뱅이무침,중식,찌개,조류
2019-10-22,밥,얼큰순두부찌개,짬뽕불고기,잡채,중식,국수,육류
2019-10-23,카레라이스,우동국,유린기,메밀전병만두,중식,국,육류
2019-10-24,밥,건새우아욱국,등갈비김치말이,계란말이,중식,국,육류
2019-10-25,나물비빔밥,팽이장국,생선까스*칠리소스,갈비만두,중식,국,해산물
2019-10-28,밥,소고기미역국,유자청제육볶음,메추리알조림,중식,국,육류
2019-10-29,밥,된장찌개,오징어볶음,두부새싹구이,중식,찌개,해산물
2019-10-30,마파두부덮밥,맑은국,치킨핑거,시저샐러드,중식,국,조류
2019-10-31,밥,매운콩나물국,동파삼겹수육,늙은호박전,중식,국,육류
2019-11-01,밥,옥수수스프,딸기드레싱샐러드,감자범벅,중식,스프,기타
2019-11-04,밥,근대국,소고기낙지볶음,계란찜,중식,찜,육류
2019-11-05,밥,고추장찌개,순살파닭,감자채볶음,중식,찌개,조류
2019-11-06,김치제육덮밥,가쯔오장국,시금치프리타타,동태전,중식,국,육류
2019-11-07,밥,오징어국,미니채소떡갈비,멸치호두볶음,중식,국,육류
2019-11-08,야채볶음밥*짜장소스,미역장국,사천식탕수육,멕시칸샐러드,중식,탕,육류
2019-11-11,밥,돈육김치찌개,언양식불고기*양파채,잡채,중식,찌개,육류
2019-11-12,밥,차돌된장찌개,주꾸미볶음,옥수수전,중식,찌개,해산물
2019-11-13,곤드레밥*양념장,맑은국,돈육강정,사과고구마그라탕,중식,탕,육류
2019-11-14,밥,콩나물국,해물누룽지탕,모듬소시지구이,중식,탕,해산물
2019-11-15,김치볶음밥,나가사끼짬뽕국,치킨텐더샐러드,또띠아칩,중식,국,조류
2019-11-18,밥,김치콩나물국,소고기장조림,시금치프리타타,중식,국,육류
2019-11-19,밥,육개장,탕수어,온두부,중식,탕,해산물
2019-11-20,콩나물밥*양념장,미소장국,닭강정,청포묵무침,중식,국,조류
2019-11-21,밥,된장찌개,류산슬,비빔야채만두,중식,찌개,해산물
2019-11-22,카레덮밥,맑은국,생선까스,쫄면야채무침,중식,국수,해산물
2019-11-25,밥,고추장찌개,버섯불고기,계란말이,중식,찌개,육류
2019-11-26,밥,김치두부국,누룽지탕수육,마파두부,중식,탕,육류
2019-11-27,나물비빔밥,맑은국,감자치즈구이,군만두,중식,국,육류
2019-11-28,밥,아욱국,닭볶음탕,해물파전,중식,탕,조류
2019-11-29,오므라이스,미소장국,모듬튀김,콘샐러드,중식,국,기타
2019-12-02,밥,열무된장국,훈제오리구이,우엉잡채,중식,국,조류
2019-12-03,밥,홍합탕,마늘간장치킨,부추전,중식,탕,조류
2019-12-04,김치볶음밥/계란,팽이장국,해물까스*칠리소스,콥샐러드,중식,국,해산물
2019-12-05,밥,쇠고기샤브국,닭갈비,동태전,중식,국,육류
2019-12-06,밥,근대국,수제돈가스,계란찜,중식,찜,육류
2019-12-09,밥,들깨시래기국,유자청돈육볶음,콩나물겨자채,중식,국,육류
2019-12-10,밥,매운소고기국,유린기,코다리조림,중식,국,육류
2019-12-11,단호박영양밥,유부장국,새송이너비아니구이,양장피,중식,국,육류
2019-12-12,밥,굴미역국,매운돼지갈비찜,호박부추전,중식,찜,육류
2019-12-13,밥,참치김치찌개,안동찜닭,고추잡채*꽃빵,중식,찜,조류
2019-12-16,밥,열무된장국,훈제오리볶음,떡잡채,중식,국,조류
2019-12-17,밥,무채국,소고기숙주볶음,메추리알곤약조림,중식,국,육류
2019-12-18,콩나물밥,미소장국,언양식불고기*양파채,샐러드파스타,중식,국,육류
2019-12-19,밥,된장찌개,대패삼겹*파채,해물콩나물찜,중식,찜,육류
2019-12-20,밥,감자양파국,매운닭찜,두부커틀릿,중식,찜,조류
2019-12-23,밥,아욱국,돈육김치볶음,비엔나감자조림,중식,국,육류
2019-12-24,밥,오징어국,치킨핑거,애호박전,중식,국,조류
2019-12-26,밥,된장찌개,짬뽕불고기,녹두전,중식,국수,육류
2019-12-27,파인애플볶음밥,가쯔오장국,사천식탕수육,콘치즈오븐구이,중식,탕,육류
2019-12-30,밥,고추장찌개,버섯불고기,두부양념조림,중식,찌개,육류
2019-12-31,밥,배추된장국,닭볶음탕,부추깻잎전,중식,탕,조류
2020-01-02,밥,떡국,제육볶음,시금치프리타타,중식,국,육류
2020-01-03,비빔밥,미소장국,탕수어,과일샐러드,중식,탕,해산물
2020-01-06,밥,된장찌개,돈육김치볶음,사각어묵볶음,중식,찌개,육류
2020-01-07,밥,미역국,순살파닭,감자채전,중식,국,조류
2020-01-08,곤드레밥*양념장,맑은국,돈육강정,사과고구마그라탕,중식,탕,육류
2020-01-09,밥,육개장,가자미튀김,언양식불고기,중식,국,해산물
2020-01-10,참치회덮밥,미소장국,또띠아피자,과일샐러드,중식,국,해산물
2020-01-13,밥,근대국,훈제오리구이,마늘쫑볶음,중식,국,조류
2020-01-14,밥,시래기국,함박스테이크*소스,두부구이,중식,국,육류
2020-01-15,단호박영양밥,연두부탕,오징어숙회무침,고기전,중식,탕,해산물
2020-01-16,밥,해물된장찌개,묵은지닭찜,깐풍두부,중식,찜,조류
2020-01-17,김치필라프,크림스프,토마토스파게티,콥샐러드,중식,스프,해산물
2020-01-20,밥,순두부찌개,닭갈비,고등어구이,중식,찌개,육류
2020-01-21,밥,어묵국,등갈비김치찜,콩나물냉채,중식,찜,육류
2020-01-22,불고기비빔밥,미역장국,허니버터치킨,모듬묵흑임자샐러드,중식,국,조류
2020-01-23,밥,아욱국,돼지갈비찜,동태전,중식,찜,육류
2020-01-28,밥,황태국,오리고추장볶음,어묵꽈리고추조림,중식,국,조류
2020-01-29,콩나물밥*양념장,가쯔오장국,치킨핑거,꽃맛살샐러드,중식,국,조류
2020-01-30,밥,들깨시래기국,닭오븐구이,달래두부무침,중식,국,조류
2020-01-31,김치제육덮밥,계란국,오징어튀김,시저샐러드,중식,국,해산물
2020-02-03,밥,미역국,쇠고기낙지볶음,계란찜,중식,찜,육류
2020-02-04,밥,차돌박이찌개,돈육강정,모듬버섯볶음,중식,찌개,육류
2020-02-05,단호박영양밥,유부장국,언양식불고기,주꾸미초무침,중식,국,육류
2020-02-06,밥,어묵탕,동파삼겹수육,감자채볶음,중식,탕,육류
2020-02-07,밥,두부김치국,굴비구이,미트볼조림,중식,국,해산물
2020-02-10,밥,매운콩나물국,소고기숙주볶음,골뱅이무침*소면,중식,국수,육류
2020-02-11,밥,냉이된장찌개,레몬탕수육,실곤약흑임자무침,중식,탕,육류
2020-02-12,곤드레밥*강된장,팽이장국,닭데리야끼조림,비빔야채만두,중식,국,조류
2020-02-13,밥,동태찌개,돈육간장볶음,사각어묵볶음,중식,찌개,육류
2020-02-14,김밥볶음밥,미니짬뽕,크림새우,하와이안샐러드,중식,국수,해산물
2020-02-17,밥,쇠고기샤브국,유자청제육볶음,우엉잡채,중식,국,육류
2020-02-18,밥,차돌된장찌개,주꾸미볶음,고기전,중식,찌개,해산물
2020-02-19,나물비빔밥,미소장국,사과고구마그라탕,메밀전병만두,중식,탕,육류
2020-02-20,밥,근대국,간장마늘치킨,오징어초무침,중식,국,조류
2020-02-21,밥,들깨미역국,짬뽕불고기,새송이버섯전,중식,국수,육류
2020-02-24,밥,된장찌개,돈육김치볶음,계란찜,중식,찜,육류
2020-02-25,밥,부대찌개,훈제오리구이,늙은호박전,중식,찌개,조류
2020-02-26,낙지비빔밥,팽이장국,치킨텐더*콘소스D,과일샐러드,중식,국,조류
2020-02-27,밥,북어국,닭갈비,두부계란부침,중식,국,육류
2020-02-28,밥,아욱국,소고기장조림,황태양념구이,중식,국,육류
2020-03-02,밥,두부김치국,소고기버섯볶음,모듬묵*장,중식,국,육류
2020-03-03,밥,쇠고기무국,오징어볶음*소면,꽃맛살볶음,중식,국수,해산물
2020-03-04,콩나물밥*달래장,고추장찌개,갈치구이,떡잡채,중식,찌개,해산물
2020-03-05,밥,미역국,수원왕갈비통닭,김치전,중식,국,육류
2020-03-06,곤드레밥,건새우아욱국,돈육간장볶음,쫄면야채무침,중식,국수,육류
2020-03-09,밥,콩나물국,소불고기,옥수수계란찜,중식,찜,육류
2020-03-10,밥,대파육개장*칼국수,가자미엿장조림,꼬들단무지무침,중식,국,육류
2020-03-11,카레라이스,미소시루,감자만두*양념,애기새송이버섯볶음,중식,국,육류
2020-03-12,밥,순두부찌개,해물돼지갈비찜,가지완자튀김,중식,찜,육류
2020-03-13,밥,설렁탕,동태포전,"야채스틱,고추*쌈장",중식,탕,해산물
2020-03-16,밥,어묵국,돈육굴소스볶음,오징어숙회무침,중식,국,육류
2020-03-17,밥,대구탕,차돌박이숙주볶음,"브로컬리,다시마*초장",중식,탕,해산물
2020-03-18,마파두부덮밥,조갯살무국,레몬유린기,콩나물냉채,중식,국,육류
2020-03-19,밥,콩비지찌개,짜장닭볶음,햄계란말이,중식,찌개,조류
2020-03-20,밥,갈비탕,칠리새우,감자채볶음,중식,탕,해산물
2020-03-23,밥,시래기국,오리양념불고기*쌈무,봄동전*양념,중식,국,육류
2020-03-24,밥,소고기미역국,해물누룽지탕,김치고기전,중식,탕,해산물
2020-03-25,밥,유부주머니국,목살스테이크,파스타샐러드,중식,국,육류
2020-03-26,밥,배추된장국,제육볶음,계란찜,중식,찜,육류
2020-03-27,봄나물비빔밥,맑은국,치킨너겟,시저샐러드,중식,국,조류
2020-03-30,밥,우렁된장찌개,주꾸미볶음,오꼬노미계란말이,중식,찌개,해산물
2020-03-31,밥,고추장찌개,안동찜닭,모듬버섯볶음,중식,찜,조류
2020-04-01,밥,들깨시래기국,삼겹살수육&풋고추,오복지무침,중식,국,육류
2020-04-02,밥,경상도식소고기국,등갈비김치찜,감자채볶음,중식,찜,육류
2020-04-03,밥,순대국밥,고추튀김,오이&당근*쌈장,중식,국,육류
2020-04-06,밥,미역국,오리불고기,백김치,중식,국,육류
2020-04-07,밥,꽃게된장국,후르츠탕수육,두부양념조림,중식,탕,육류
2020-04-08,낙지비빔밥,계란국,닭강정,셀프무쌈말이,중식,국,조류
2020-04-09,밥,두부김치국,소고기브로컬리볶음,시금치부침개,중식,국,육류
2020-04-10,고기듬뿍카레라이스,미니우동,고구마고로케,오렌지자몽샐러드,중식,우동,육류
2020-04-13,밥,아욱국,치즈닭갈비,참치야채샐러드,중식,국,육류
2020-04-14,밥,홍초콩나물국,LA갈비구이,주꾸미세비체샐러드,중식,국,육류
2020-04-16,밥,전복장각삼계탕,육전,해물잡채,중식,탕,육류
2020-04-17,밥,소고기당면국,바질페스토스파게티,연어스테이크,중식,국,해산물
2020-04-20,밥,황태국,우엉불고기,야채계란말이,중식,국,육류
2020-04-21,밥,멸치국수,오향장육,꼬막미나리초무침,중식,국,육류
2020-04-22,밥,나주곰탕,춘천닭갈비,황태포무침,중식,탕,육류
2020-04-23,밥,새우완자탕,고구마치즈돈까스,해물볶음우동,중식,우동,육류
2020-04-24,밥,대구지리탕,카레닭볶음,모듬소세지버섯구이,중식,탕,조류
2020-04-27,밥,육개장,수원왕갈비,브로콜리새송이메추리알조림,중식,국,육류
2020-04-28,건강비빔밥*약고추장,제첩두부국,깻잎전,황태채마늘쫑무침,중식,국,해산물
2020-04-29,새우날치알볶음밥,쌀국수(숙주들어감),장어구이*소스,춘권튀김*칠리드레질,중식,국,해산물
2020-05-04,밥,버섯들깨국,삼겹살더덕고추장구이,"곰취,명이나물-장아찌",중식,국,육류
2020-05-06,밥,왕갈비탕,해물전,쫄면야채무침,중식,국수,해산물
2020-05-07,밥,냉메밀소바,히레카츠*소스,견과류연근조림,중식,국수,기타
2020-05-08,밥,아욱수제비국,해물섞어찜,크레미계란말이,중식,찜,해산물
2020-05-11,밥,돈육김치찌개,냉족발야채무침,두부참치조림,중식,찌개,육류
2020-05-12,밥,열무물국수,소갈비찜,"오징어링,새우튀김",중식,찜,육류
2020-05-13,밥,닭개장,떡갈비,골뱅이야채무침,중식,국,육류
2020-05-14,소고기콩나물밥*양념,들깨미역국,바싹불고기*양파초절임,야채스틱*견과쌈장,중식,국,육류
2020-05-15,밥,유부주머니된장국,생선까스*타르,블랙페퍼쉬림프,중식,국,해산물
2020-05-18,밥,연두부탕,제육볶음,시금치프리타타,중식,탕,육류
2020-05-19,밥,들깨수제비,닭볶음탕,도토리묵무침,중식,탕,조류
2020-05-20,닭살카레라이스,미역미소시루,후르츠탕수육,비빔메밀면,중식,국수,육류
2020-05-21,밥,차돌된장찌개,주꾸미볶음,두부스테이크,중식,찌개,해산물
2020-05-22,소불고기덮밥,맑은국,야채비빔만두,어묵볶음,중식,국,육류
2020-05-25,밥,매콤콩나물국,짬뽕불고기,연두부*장,중식,국수,육류
2020-05-26,밥,시래기국,고추잡채*꽃빵,동그랑땡구이,중식,국,기타
2020-05-27,곤드레밥*양념장,무채국,꽁치한마리구이,만두탕수육,중식,탕,해산물
2020-05-28,밥,콩비지찌개,오징어볶음,옥수수계란찜,중식,찜,해산물
2020-05-29,마파두부덮밥,유부장국,레몬유린기,두릅소고기샐러드,중식,국,육류
2020-06-01,밥,소고기미역국,닭갈비,콩나물잡채,중식,국,육류
2020-06-02,밥,된장찌개,돈육고추장볶음,사각어묵무침,중식,찌개,육류
2020-06-03,열무보리비빔밥/강된장,가쯔오장국,깐풍육,시저샐러드,중식,국,육류
2020-06-04,밥,육개장,소고기장조림,녹두전,중식,국,육류
2020-06-05,베이컨김치볶음밥,냉모밀국수,해물부추전,야채고로케,중식,국,해산물
2020-06-08,밥,대구탕,오삼불고기,해물동그랑땡,중식,탕,육류
2020-06-09,밥,시금치된장국,닭볶음탕,두부구이*양념장,중식,탕,조류
2020-06-10,나물비빔밥,오이사과냉국,치킨핑거,맛살떡샐러드,중식,국,조류
2020-06-11,밥,매운소고기국,굴비구이,토마토프리타타,중식,국,해산물
2020-06-12,돈육버섯고추장덮밥,팽이무국,양파링카레튀김,모듬어묵볶음,중식,국,육류
2020-07-01,밥,냉모밀국수,매운돈갈비찜,메밀전병*간장,중식,찜,육류
2020-07-02,밥,대파육개장,홍어미나리초무침,어묵잡채,중식,국,기타
2020-07-03,카레라이스,동태알탕,부추고추전*간장,쫄면야채무침,중식,국수,해산물
2020-07-06,밥,매운소고기무국,춘천닭갈비,옥수수계란찜,중식,찜,육류
2020-07-07,밥,물만두국,오리불고기,콩나물맛살냉채,중식,국,육류
2020-07-08,밥,한방설렁탕,오징어초무침,채소스틱&쌈장,중식,탕,해산물
2020-07-09,밥,시금치된장국,닭볶음탕,건새우호박채전,중식,탕,조류
2020-07-10,밥,맑은콩나물국,돈육고추장볶음,쌈채소&쌈장,중식,국,육류
2020-07-13,마파두부덮밥,미역미소시루,레몬유린기,만두찜*간장,중식,찜,육류
2020-07-14,밥,건새우무채국,쭈꾸미삼겹고추장볶음,두부커틀렛*칠리,중식,국,육류
2020-07-15,비빔밥*약고추장,콩가루배춧국,열기어구이,도토리묵*양념간장,중식,국,해산물
2020-07-16,밥,장각삼계탕,해물잡채,가지찜,중식,찜,해산물
2020-07-17,밥,김치우동,수제돈가스*소스,호박새우젓볶음,중식,우동,육류
2020-07-20,밥,호박맑은국,돈육김치볶음,두부맛전,중식,국,육류
2020-07-21,밥,닭개장,양장피,꽃맛살샐러드,중식,국,조류
2020-07-22,밥,아욱국,오리불고기,고등어카레구이,중식,국,육류
2020-07-23,밥,소고기미역국,깻잎통닭*치킨소스,김치전,중식,국,조류
2020-07-24,밥,해물수제비국,만가닥버섯불고기,실곤약냉채,중식,국,육류
